,wl,u,g,r,i,z,y
653,953,7e-06,4e-06,1.4e-05,6.8e-05,0.015832,0.47101
654,954,7e-06,2.9999999999999997e-06,1.5e-05,5.1000000000000006e-05,0.014295,0.46427
655,955,7e-06,2.9999999999999997e-06,1.6e-05,3.9e-05,0.012947,0.45919600000000005
656,956,9e-06,4e-06,1.8e-05,3.2e-05,0.011758,0.45562600000000003
657,957,1.7e-05,4e-06,2.1e-05,2.8e-05,0.010693,0.45281999999999994
658,958,5.1000000000000006e-05,5e-06,2.3999999999999997e-05,2.7000000000000002e-05,0.00974,0.45055700000000004
659,959,3.1e-05,5.999999999999999e-06,2.7000000000000002e-05,2.8e-05,0.008877000000000001,0.44804900000000003
660,960,6.7e-05,8e-06,3.2e-05,3.1e-05,0.008075,0.443935
661,961,4.7999999999999994e-05,1.1999999999999999e-05,3.8e-05,3.7000000000000005e-05,0.007387,0.441323
662,962,2.5e-05,1.9e-05,4.6e-05,4.4000000000000006e-05,0.0067610000000000005,0.43758
663,963,1.9e-05,3.7000000000000005e-05,5.7e-05,4.9e-05,0.006185,0.432441
664,964,2.7000000000000002e-05,0.000107,7.000000000000001e-05,5e-05,0.005672,0.427133
665,965,1.4e-05,0.000765,8.6e-05,5.1000000000000006e-05,0.005202,0.420918
666,966,1.1000000000000001e-05,0.000228,0.000101,5e-05,0.004782,0.41493899999999995
667,967,1.1999999999999999e-05,4.9e-05,0.000113,4.3e-05,0.004393,0.40822899999999995
668,968,1.6e-05,2e-05,0.000119,3.1e-05,0.004046,0.40238999999999997
669,969,2.8999999999999997e-05,1.1000000000000001e-05,0.000119,2.1e-05,0.003724,0.396173
670,970,6.5e-05,9e-06,0.000113,1.4e-05,0.0034460000000000003,0.392059
671,971,5.7999999999999994e-05,1.9e-05,0.000103,1e-05,0.003182,0.38724800000000004
672,972,2.3999999999999997e-05,4.7000000000000004e-05,9.2e-05,7e-06,0.0029409999999999996,0.38256100000000004
673,973,1.8e-05,5.999999999999999e-06,8.099999999999999e-05,5e-06,0.002724,0.378737
674,974,2.6e-05,2.9999999999999997e-06,7.1e-05,4e-06,0.002525,0.374956
675,975,1.9e-05,2e-06,6.2e-05,2.9999999999999997e-06,0.002343,0.371184
676,976,1.1999999999999999e-05,2e-06,5.4999999999999995e-05,2.9999999999999997e-06,0.002172,0.366663
677,977,1.1000000000000001e-05,2e-06,5.1000000000000006e-05,2e-06,0.002016,0.361997
678,978,1.3e-05,2e-06,4.7999999999999994e-05,2e-06,0.0018759999999999998,0.357734
679,979,2.1e-05,2.9999999999999997e-06,4.6e-05,1e-06,0.0017480000000000002,0.353589
680,980,3.5000000000000004e-05,2.9999999999999997e-06,4.4999999999999996e-05,1e-06,0.0016270000000000002,0.348493
681,981,3.6e-05,5e-06,4.4999999999999996e-05,1e-06,0.0015149999999999999,0.343337
682,982,2.1e-05,8e-06,4.4000000000000006e-05,1e-06,0.001414,0.33852400000000005
683,983,1.1999999999999999e-05,1.8e-05,4.3e-05,1e-06,0.00132,0.333633
684,984,1.1000000000000001e-05,8.3e-05,4e-05,1e-06,0.001237,0.33003
685,985,1.1999999999999999e-05,0.00028199999999999997,3.7000000000000005e-05,1e-06,0.001155,0.324936
686,986,1.3e-05,4.1e-05,3.4e-05,1e-06,0.001086,0.32193800000000006
687,987,1.4e-05,0.000247,3e-05,1e-06,0.0010140000000000001,0.31644500000000003
688,988,1.8e-05,2e-05,2.8e-05,1e-06,0.00095,0.312045
689,989,2.8999999999999997e-05,5.999999999999999e-06,2.5e-05,1e-06,0.000891,0.307457
690,990,6e-05,2.9999999999999997e-06,2.3e-05,1e-06,0.000834,0.30195299999999997
691,991,6e-05,2e-06,2.1e-05,0.0,0.000783,0.29729700000000003
692,992,6.8e-05,1e-06,2e-05,0.0,0.000738,0.292988
693,993,0.000511,1e-06,1.8e-05,0.0,0.000693,0.287553
694,994,0.000138,1e-06,1.6e-05,0.0,0.00065,0.281845
695,995,2.3999999999999997e-05,1e-06,1.5e-05,0.0,0.000612,0.276434
696,996,1e-05,1e-06,1.3e-05,0.0,0.000576,0.271353
697,997,5.999999999999999e-06,0.0,1.1000000000000001e-05,0.0,0.000541,0.265386
698,998,5.999999999999999e-06,1e-06,1e-05,0.0,0.000512,0.260915
699,999,5e-06,0.0,9e-06,0.0,0.000482,0.25602
700,1000,4e-06,0.0,7e-06,1e-06,0.000457,0.252336
701,1001,4e-06,1e-06,5.999999999999999e-06,1e-06,0.000433,0.248382
702,1002,5e-06,1e-06,5.999999999999999e-06,1e-06,0.00041,0.244528
703,1003,5.999999999999999e-06,1e-06,5e-06,0.0,0.00038899999999999997,0.240919
704,1004,1e-05,1e-06,4e-06,1e-06,0.000369,0.236685
705,1005,3.7000000000000005e-05,1e-06,4e-06,1e-06,0.00035099999999999997,0.233702
706,1006,0.000247,1e-06,4e-06,1e-06,0.000332,0.229238
707,1007,1.1000000000000001e-05,2e-06,2.9999999999999997e-06,1e-06,0.000315,0.225272
708,1008,5e-06,4e-06,2.9999999999999997e-06,1e-06,0.0003,0.222095
709,1009,2.9999999999999997e-06,7e-06,2.9999999999999997e-06,1e-06,0.000285,0.217824
710,1010,2.9999999999999997e-06,1.1999999999999999e-05,2.9999999999999997e-06,1e-06,0.000272,0.214676
711,1011,4e-06,1e-05,2.9999999999999997e-06,1e-06,0.000258,0.210232
712,1012,7e-06,5.999999999999999e-06,2.9999999999999997e-06,1e-06,0.000245,0.206202
713,1013,3e-05,2.9999999999999997e-06,2.9999999999999997e-06,1e-06,0.00023300000000000003,0.201874
714,1014,0.000328,2e-06,2.9999999999999997e-06,2e-06,0.000222,0.198081
715,1015,1.6e-05,2e-06,2.9999999999999997e-06,2e-06,0.000212,0.19403199999999998
716,1016,2.2000000000000003e-05,2.9999999999999997e-06,2.9999999999999997e-06,2.9999999999999997e-06,0.000201,0.189785
717,1017,2.9999999999999997e-06,2.9999999999999997e-06,4e-06,2.9999999999999997e-06,0.00019199999999999998,0.185955
718,1018,1e-06,1e-06,4e-06,5e-06,0.000183,0.18212499999999998
719,1019,1e-06,1e-06,5e-06,7e-06,0.000174,0.178083
720,1020,1e-06,1e-06,5e-06,1.1000000000000001e-05,0.000166,0.17444800000000002
721,1021,1e-06,1e-06,5.999999999999999e-06,1.9e-05,0.000157,0.169889
722,1022,1e-06,1e-06,7e-06,4.4000000000000006e-05,0.00015,0.16595600000000002
723,1023,2e-06,1e-06,8e-06,0.000147,0.000142,0.161748
724,1024,2.9999999999999997e-06,0.0,9e-06,0.000229,0.000136,0.158141
725,1025,5.999999999999999e-06,1e-06,1.1000000000000001e-05,6.8e-05,0.000129,0.153662
726,1026,4.4000000000000006e-05,1e-06,1.4e-05,2.8e-05,0.000124,0.15138400000000002
727,1027,0.000663,1e-06,1.8e-05,1.5e-05,0.000121,0.149926
728,1028,1.1999999999999999e-05,1e-06,2.2000000000000003e-05,1e-05,0.00011599999999999999,0.147215
729,1029,9e-06,2e-06,2.8999999999999997e-05,7e-06,0.000112,0.144993
730,1030,5.999999999999999e-06,4e-06,3.8e-05,5.999999999999999e-06,0.00010899999999999999,0.143362
731,1031,2e-06,5.999999999999999e-06,4.9e-05,5.999999999999999e-06,0.000105,0.141034
732,1032,2e-06,5e-06,6.5e-05,8e-06,0.000101,0.138493
733,1033,4.7000000000000004e-05,5e-06,8.4e-05,2.2000000000000003e-05,9.8e-05,0.136828
734,1034,2.9999999999999997e-06,4e-06,0.000107,7.900000000000001e-05,9.499999999999999e-05,0.134639
735,1035,2.9999999999999997e-06,2e-06,0.000134,1.3e-05,9.2e-05,0.132505
736,1036,5e-06,1e-06,0.00016,5.999999999999999e-06,8.9e-05,0.13081500000000001
737,1037,1.1999999999999999e-05,1e-06,0.000184,4e-06,8.6e-05,0.128899
738,1038,4.2e-05,1e-06,0.000201,4e-06,8.3e-05,0.127137
739,1039,4.4999999999999996e-05,1e-06,0.00020899999999999998,4e-06,8.099999999999999e-05,0.125363
740,1040,1.4e-05,0.0,0.000206,4e-06,7.8e-05,0.12342800000000001
741,1041,5.999999999999999e-06,0.0,0.000193,4e-06,7.6e-05,0.12123400000000001
742,1042,4e-06,0.0,0.000172,5.999999999999999e-06,7.3e-05,0.119224
743,1043,2.9999999999999997e-06,0.0,0.00014800000000000002,9e-06,7.1e-05,0.11704
744,1044,2.9999999999999997e-06,0.0,0.000124,1.9e-05,6.9e-05,0.115353
745,1045,2.9999999999999997e-06,0.0,0.00010200000000000001,6.6e-05,6.7e-05,0.113208
746,1046,5e-06,0.0,8.5e-05,0.000134,6.5e-05,0.111304
747,1047,2.5e-05,0.0,7.3e-05,3.5000000000000004e-05,6.3e-05,0.109229
748,1048,0.00035200000000000005,0.0,6.4e-05,2.3999999999999997e-05,6.1000000000000005e-05,0.106689
749,1049,1.3e-05,0.0,6e-05,7.3e-05,5.9e-05,0.104534
750,1050,1.3e-05,0.0,5.9e-05,4.6e-05,5.7e-05,0.102643
751,1051,8e-06,0.0,6.3e-05,1.3e-05,5.6e-05,0.10101
752,1052,2.9999999999999997e-06,0.0,7.2e-05,8e-06,5.4999999999999995e-05,0.099944
753,1053,2e-06,0.0,8.4e-05,5.999999999999999e-06,5.3e-05,0.09822499999999999
754,1054,2e-06,0.0,9.3e-05,5e-06,5.2e-05,0.09702999999999999
755,1055,1e-06,0.0,9.2e-05,5e-06,5.1000000000000006e-05,0.095626
756,1056,1e-06,0.0,8.4e-05,5e-06,5e-05,0.094059
757,1057,2e-06,0.0,7.8e-05,5e-06,4.9e-05,0.09270400000000001
758,1058,2e-06,1e-06,7.8e-05,5.999999999999999e-06,4.7999999999999994e-05,0.09126799999999999
759,1059,4e-06,1e-06,8.3e-05,7e-06,4.7000000000000004e-05,0.089726
760,1060,1e-05,1e-06,9.2e-05,8e-06,4.6e-05,0.08808999999999999
761,1061,4e-05,1e-06,0.000104,1e-05,4.4999999999999996e-05,0.08703799999999999
762,1062,1e-05,1e-06,0.00011599999999999999,1.1999999999999999e-05,4.4000000000000006e-05,0.08520699999999999
763,1063,5.999999999999999e-06,2e-06,0.000126,1.3e-05,4.3e-05,0.083813
764,1064,2.7000000000000002e-05,2e-06,0.00013299999999999998,1.3e-05,4.2e-05,0.08226699999999999
765,1065,7e-06,2e-06,0.00013299999999999998,1.1999999999999999e-05,4.1e-05,0.08082700000000001
766,1066,2.9999999999999997e-06,1e-06,0.000129,1e-05,4e-05,0.07922699999999999
767,1067,2e-06,1e-06,0.000123,9e-06,4e-05,0.077898
768,1068,2e-06,1e-06,0.000117,7e-06,3.9e-05,0.076321
769,1069,2e-06,1e-06,0.000111,5.999999999999999e-06,3.8e-05,0.075279
770,1070,2e-06,1e-06,9.900000000000001e-05,5.999999999999999e-06,3.7000000000000005e-05,0.073833
771,1071,2.9999999999999997e-06,1e-06,8.3e-05,5.999999999999999e-06,3.6e-05,0.07237
772,1072,2.9999999999999997e-06,0.0,6.6e-05,5.999999999999999e-06,3.6e-05,0.071142
773,1073,2.9999999999999997e-06,0.0,5.1000000000000006e-05,5.999999999999999e-06,3.5000000000000004e-05,0.069963
774,1074,2e-06,0.0,4e-05,5e-06,3.4e-05,0.06874799999999999
775,1075,2e-06,0.0,3.3e-05,5e-06,3.4e-05,0.067463
776,1076,2e-06,0.0,2.7000000000000002e-05,4e-06,3.3e-05,0.065481
777,1077,1e-06,0.0,2.3999999999999997e-05,4e-06,3.2e-05,0.063613
778,1078,1e-06,0.0,2.1e-05,2.9999999999999997e-06,3.1e-05,0.061731999999999995
779,1079,1e-06,0.0,2e-05,2.9999999999999997e-06,3e-05,0.059611
780,1080,1e-06,0.0,1.9e-05,2.9999999999999997e-06,2.8999999999999997e-05,0.057539
781,1081,1e-06,0.0,1.9e-05,2.9999999999999997e-06,2.8e-05,0.055496
782,1082,1e-06,1e-06,2e-05,4e-06,2.7000000000000002e-05,0.053362
783,1083,2e-06,1e-06,2.2000000000000003e-05,4e-06,2.6e-05,0.05145400000000001
784,1084,5e-06,1e-06,2.3999999999999997e-05,5e-06,2.5e-05,0.049303
785,1085,9e-06,1e-06,2.7000000000000002e-05,5.999999999999999e-06,2.3999999999999997e-05,0.047133
786,1086,5.999999999999999e-06,1e-06,3.3e-05,5.999999999999999e-06,2.3e-05,0.045082000000000004
787,1087,2.9999999999999997e-06,1e-06,4e-05,5.999999999999999e-06,2.2000000000000003e-05,0.043002000000000005
788,1088,2e-06,1e-06,5.1000000000000006e-05,5.999999999999999e-06,2.1e-05,0.040902
789,1089,2e-06,0.0,6.5e-05,5e-06,2e-05,0.038985
790,1090,2e-06,0.0,8e-05,5e-06,1.9e-05,0.036934999999999996
791,1091,4e-06,0.0,9.2e-05,4e-06,1.8e-05,0.03496
792,1092,2e-06,0.0,9.1e-05,2.9999999999999997e-06,1.8e-05,0.033037000000000004
793,1093,1e-06,0.0,7.8e-05,2e-06,1.7e-05,0.031094
794,1094,1e-06,0.0,6.1000000000000005e-05,2e-06,1.6e-05,0.029176
795,1095,1e-06,0.0,4.7000000000000004e-05,1e-06,1.5e-05,0.027148
796,1096,1e-06,0.0,3.6e-05,1e-06,1.4e-05,0.025237
797,1097,0.0,0.0,2.8999999999999997e-05,1e-06,1.3e-05,0.023184999999999997
798,1098,0.0,0.0,2.5e-05,1e-06,1.1999999999999999e-05,0.021259999999999998
799,1099,0.0,0.0,2.2000000000000003e-05,1e-06,1.1000000000000001e-05,0.019188
800,1100,0.0,0.0,2.1e-05,0.0,1e-05,0.017044999999999998
801,1101,0.0,0.0,2.3999999999999997e-05,0.0,1e-05,0.017106
802,1102,0.0,0.0,2.7000000000000002e-05,0.0,1e-05,0.017087
803,1103,0.0,0.0,2.8999999999999997e-05,0.0,1e-05,0.017149
804,1104,0.0,0.0,2.7000000000000002e-05,0.0,1e-05,0.017013
805,1105,0.0,0.0,2.3999999999999997e-05,0.0,1e-05,0.016933
806,1106,1e-06,0.0,2.1e-05,0.0,1e-05,0.016923999999999998
807,1107,2e-06,0.0,1.9e-05,0.0,1e-05,0.016804
808,1108,2.9999999999999997e-06,0.0,1.9e-05,0.0,1.1000000000000001e-05,0.016746
809,1109,2e-06,0.0,1.9e-05,0.0,1.1000000000000001e-05,0.016649
810,1110,2.9999999999999997e-06,0.0,2e-05,0.0,1.1000000000000001e-05,0.016675
811,1111,1e-06,0.0,2.3e-05,0.0,1.1000000000000001e-05,0.016562
812,1112,1e-06,0.0,2.7000000000000002e-05,1e-06,1.1000000000000001e-05,0.016554
813,1113,1e-06,0.0,3.3e-05,1e-06,1.1000000000000001e-05,0.016493999999999998
814,1114,1e-06,0.0,4e-05,1e-06,1.1999999999999999e-05,0.016493
815,1115,1e-06,0.0,4.7999999999999994e-05,1e-06,1.1999999999999999e-05,0.016448
816,1116,1e-06,0.0,5.2e-05,1e-06,1.1999999999999999e-05,0.016493
817,1117,1e-06,0.0,5.2e-05,1e-06,1.1999999999999999e-05,0.01651
818,1118,1e-06,0.0,5.1000000000000006e-05,1e-06,1.1999999999999999e-05,0.016559
819,1119,1e-06,0.0,5.1000000000000006e-05,1e-06,1.3e-05,0.016662999999999997
820,1120,1e-06,0.0,4.7999999999999994e-05,1e-06,1.3e-05,0.016667
821,1121,1e-06,0.0,4.3e-05,1e-06,1.3e-05,0.016708
822,1122,0.0,0.0,3.6e-05,1e-06,1.4e-05,0.016753
823,1123,0.0,0.0,3e-05,1e-06,1.4e-05,0.01675
824,1124,0.0,0.0,2.6e-05,2e-06,1.4e-05,0.016769
825,1125,1e-06,0.0,2.3e-05,2e-06,1.4e-05,0.016776
826,1126,0.0,0.0,2.1e-05,2e-06,1.5e-05,0.016807000000000002
827,1127,0.0,0.0,1.9e-05,2e-06,1.5e-05,0.016776
828,1128,0.0,0.0,1.7e-05,2.9999999999999997e-06,1.5e-05,0.016672
829,1129,0.0,0.0,1.6e-05,2.9999999999999997e-06,1.6e-05,0.016711
830,1130,0.0,0.0,1.6e-05,2.9999999999999997e-06,1.6e-05,0.016686
831,1131,1e-06,0.0,1.5e-05,2.9999999999999997e-06,1.7e-05,0.016626000000000002
832,1132,1e-06,0.0,1.4e-05,4e-06,1.7e-05,0.016572
833,1133,1e-06,0.0,1.4e-05,4e-06,1.8e-05,0.016536
834,1134,1e-06,0.0,1.4e-05,4e-06,1.8e-05,0.016524
835,1135,1e-06,0.0,1.3e-05,4e-06,1.9e-05,0.016501
836,1136,1e-06,0.0,1.3e-05,4e-06,1.9e-05,0.016429
837,1137,1e-06,1e-06,1.3e-05,4e-06,2e-05,0.016479999999999998
838,1138,1e-06,1e-06,1.3e-05,4e-06,2e-05,0.016439
839,1139,1e-06,1e-06,1.3e-05,4e-06,2.1e-05,0.016485
840,1140,1e-06,1e-06,1.3e-05,4e-06,2.1e-05,0.016491
841,1141,1e-06,1e-06,1.3e-05,4e-06,2.2000000000000003e-05,0.016524
842,1142,1e-06,1e-06,1.3e-05,4e-06,2.3e-05,0.016554
843,1143,1e-06,1e-06,1.3e-05,4e-06,2.3e-05,0.01655
844,1144,1e-06,1e-06,1.3e-05,4e-06,2.3999999999999997e-05,0.016589
845,1145,1e-06,1e-06,1.3e-05,4e-06,2.5e-05,0.016674
846,1146,1e-06,1e-06,1.3e-05,4e-06,2.6e-05,0.016633
847,1147,1e-06,1e-06,1.3e-05,4e-06,2.7000000000000002e-05,0.016659
848,1148,1e-06,2e-06,1.4e-05,4e-06,2.8e-05,0.016688
849,1149,1e-06,2e-06,1.4e-05,4e-06,2.8999999999999997e-05,0.016641
850,1150,1e-06,2e-06,1.4e-05,4e-06,3e-05,0.016664
851,1151,1e-06,2e-06,1.5e-05,4e-06,3.1e-05,0.016668000000000002
852,1152,1e-06,2e-06,1.6e-05,5e-06,3.2e-05,0.016662
853,1153,2e-06,2e-06,1.7e-05,5e-06,3.4e-05,0.016747
854,1154,2.9999999999999997e-06,2e-06,1.8e-05,5e-06,3.5000000000000004e-05,0.01665
855,1155,4e-06,2e-06,1.9e-05,5e-06,3.6e-05,0.016619
856,1156,4e-06,2e-06,2.1e-05,5.999999999999999e-06,3.8e-05,0.016666
857,1157,2.9999999999999997e-06,2.9999999999999997e-06,2.3e-05,5.999999999999999e-06,3.9e-05,0.016609
858,1158,2.9999999999999997e-06,2.9999999999999997e-06,2.6e-05,5.999999999999999e-06,4.1e-05,0.016615
859,1159,2.9999999999999997e-06,2.9999999999999997e-06,3e-05,5.999999999999999e-06,4.3e-05,0.016582
860,1160,2.9999999999999997e-06,2.9999999999999997e-06,3.4e-05,7e-06,4.4999999999999996e-05,0.016666
861,1161,2.9999999999999997e-06,2.9999999999999997e-06,3.9e-05,7e-06,4.7000000000000004e-05,0.016602
862,1162,2.9999999999999997e-06,4e-06,4.4999999999999996e-05,7e-06,4.9e-05,0.016632
863,1163,2e-06,4e-06,5.1000000000000006e-05,7e-06,5.1000000000000006e-05,0.016596
864,1164,2e-06,4e-06,5.7e-05,7e-06,5.4000000000000005e-05,0.016604
865,1165,2e-06,4e-06,6.1000000000000005e-05,5.999999999999999e-06,5.6e-05,0.016552
866,1166,2e-06,5e-06,6.4e-05,5.999999999999999e-06,5.9e-05,0.016574
867,1167,2e-06,5e-06,6.5e-05,5.999999999999999e-06,6.2e-05,0.016555
868,1168,2e-06,5.999999999999999e-06,6.3e-05,7e-06,6.6e-05,0.016557
869,1169,2e-06,5.999999999999999e-06,6.1000000000000005e-05,7e-06,7.000000000000001e-05,0.016602
870,1170,2e-06,7e-06,5.9e-05,7e-06,7.3e-05,0.016541999999999998
871,1171,2.9999999999999997e-06,8e-06,5.7999999999999994e-05,7e-06,7.8e-05,0.016515
872,1172,2.9999999999999997e-06,9e-06,5.7e-05,7e-06,8.2e-05,0.016493
873,1173,4e-06,1e-05,5.7e-05,7e-06,8.7e-05,0.016426
874,1174,4e-06,1.1000000000000001e-05,5.7999999999999994e-05,8e-06,9.2e-05,0.016386
875,1175,5e-06,1.1999999999999999e-05,5.7999999999999994e-05,8e-06,9.8e-05,0.016343
876,1176,5e-06,1.4e-05,5.7999999999999994e-05,9e-06,0.000105,0.016334
877,1177,5.999999999999999e-06,1.5e-05,5.6e-05,9e-06,0.000111,0.016276
878,1178,5.999999999999999e-06,1.7e-05,5.4000000000000005e-05,1e-05,0.000118,0.016159
879,1179,7e-06,2e-05,5.2e-05,1.1000000000000001e-05,0.000127,0.016193
880,1180,8e-06,2.2000000000000003e-05,5e-05,1.1999999999999999e-05,0.000136,0.016177999999999998
881,1181,8e-06,2.6e-05,4.9e-05,1.3e-05,0.000146,0.016139
882,1182,9e-06,2.8999999999999997e-05,4.9e-05,1.5e-05,0.000156,0.016116
883,1183,9e-06,3.4e-05,4.9e-05,1.6e-05,0.000168,0.016118
884,1184,1e-05,3.9e-05,5.1000000000000006e-05,1.8e-05,0.000182,0.016148
885,1185,1.1999999999999999e-05,4.4999999999999996e-05,5.4000000000000005e-05,2.1e-05,0.000197,0.01617
886,1186,1.5e-05,5.2e-05,5.9e-05,2.3e-05,0.000213,0.016145
887,1187,2.3e-05,6.1000000000000005e-05,6.4e-05,2.7000000000000002e-05,0.00023199999999999997,0.016239
888,1188,4e-05,7.2e-05,7.000000000000001e-05,3e-05,0.000252,0.016238
889,1189,6.9e-05,8.5e-05,7.7e-05,3.5000000000000004e-05,0.000276,0.016316
890,1190,7.5e-05,0.0001,8.4e-05,4.1e-05,0.000302,0.016346
891,1191,4.7000000000000004e-05,0.000119,8.9e-05,4.7999999999999994e-05,0.000332,0.016393
892,1192,2.8e-05,0.000143,9.2e-05,5.7e-05,0.000366,0.016427
893,1193,2e-05,0.000171,9.400000000000001e-05,6.8e-05,0.000404,0.016417
894,1194,1.8e-05,0.000205,9.400000000000001e-05,8.2e-05,0.000449,0.01644
895,1195,2.2000000000000003e-05,0.000248,9.2e-05,9.900000000000001e-05,0.000503,0.0165
896,1196,2.8999999999999997e-05,0.000298,8.800000000000001e-05,0.000121,0.0005600000000000001,0.016426
897,1197,2.3999999999999997e-05,0.000357,8.4e-05,0.00015,0.00063,0.016413
898,1198,1.6e-05,0.000427,8e-05,0.00018700000000000002,0.0007109999999999999,0.016397
899,1199,1.1999999999999999e-05,0.000501,7.6e-05,0.000235,0.000802,0.016303
900,1200,1e-05,0.000583,7.400000000000001e-05,0.000301,0.000912,0.016276
